,X,Age,Overall,Acceleration,Aggression,Agility,Balance,Ball.control,Composure,Crossing,Curve,Dribbling,Finishing,Free.kick.accuracy,GoK.diving,GoK.handling,GoK.kicking,GoK.positioning,GoK.reflexes,Heading.accuracy,Interceptions,Jumping,Long.passing,Long.shots,Marking,Penalties,Positioning,Reactions,Short.passing,Shot.power,Sliding.tackle,Sprint.speed,Stamina,Standing.tackle,Strength,Vision,Volleys,Potential
12780,12779,20,63,28,25,30,22,16,26,19,18,16,12,19,61,63,72,60,59,12,19,43,25,14,18,20,14,63,33,21,17,31,25,17,83,28,21,75
12781,12780,23,63,54,72,44,34,65,44,49,43,62,41,37,14,15,12,7,8,65,62,32,62,45,62,43,46,63,68,57,60,52,72,66,74,58,34,69
12782,12781,19,63,72,53,84,91,68,60,60,61,68,55,53,7,12,13,14,11,45,32,50,61,38,36,57,55,55,64,59,38,69,56,45,44,62,53,76
12783,12782,20,63,76,55,68,69,59,47,55,37,60,37,42,8,8,9,12,9,53,56,53,45,45,62,49,51,57,59,53,64,73,66,64,58,37,29,75
12784,12783,22,63,79,53,77,85,57,58,61,68,69,60,31,12,10,5,9,5,33,21,86,39,48,26,51,63,57,58,61,20,73,55,26,56,63,46,75
12785,12784,26,63,69,72,62,62,59,52,54,39,59,47,35,9,14,11,11,11,61,63,71,55,23,64,46,55,59,61,44,61,72,60,67,82,42,32,63
12786,12785,21,63,82,63,82,71,61,64,52,47,64,62,50,13,9,15,11,14,36,45,65,54,60,38,50,66,44,60,61,40,76,80,52,58,60,58,71
12787,12786,26,63,78,58,69,81,61,52,43,38,65,59,38,16,10,15,10,9,49,49,57,57,52,31,39,65,66,63,54,37,75,76,41,61,60,43,64
12788,12787,33,63,64,70,63,65,61,55,46,49,66,57,58,10,7,10,10,9,58,43,59,59,69,46,53,61,63,63,72,56,69,56,43,54,58,64,63
12789,12788,24,63,57,60,59,79,54,55,50,39,44,31,34,8,13,13,6,10,60,64,55,63,28,62,48,38,56,66,53,64,57,77,69,46,41,31,66
12790,12789,25,63,38,62,52,54,52,55,25,24,46,23,37,15,16,13,15,13,65,58,60,56,42,60,44,22,52,58,45,63,48,65,65,80,46,15,66
12791,12790,21,63,64,51,56,60,60,55,28,22,52,32,28,10,6,12,11,14,63,64,70,55,16,63,34,40,60,63,38,60,67,67,62,68,40,24,76
12792,12791,26,63,81,40,70,69,65,52,62,70,60,58,72,14,9,12,11,14,49,32,56,52,50,40,55,47,53,67,62,47,82,62,50,58,52,45,63
12793,12792,22,63,16,20,22,38,15,36,12,14,13,9,13,64,62,64,55,68,10,9,45,15,6,8,14,7,55,19,26,11,15,21,13,62,38,7,70
12794,12793,21,63,60,60,51,58,36,53,30,27,34,23,31,9,11,14,6,9,65,65,68,41,21,62,47,37,58,45,44,65,61,57,65,72,33,30,70
12795,12794,24,63,75,46,68,70,63,55,56,55,62,60,44,14,11,14,15,14,38,29,62,66,54,32,60,45,53,70,58,49,72,66,36,54,60,39,67
12796,12795,22,63,71,29,70,60,62,52,67,46,72,60,53,6,14,12,9,13,36,19,52,60,59,20,58,53,55,60,60,29,72,46,32,44,55,42,68
12797,12796,27,63,66,71,67,71,70,56,43,50,61,28,63,5,11,11,10,10,40,60,64,62,65,63,35,50,60,67,67,63,70,51,54,60,62,27,64
12798,12797,23,63,54,75,64,79,59,51,38,39,54,44,34,13,13,7,6,7,59,61,73,53,49,64,37,45,57,67,47,64,60,69,62,71,54,37,70
12799,12798,30,63,59,73,56,78,53,42,42,40,52,32,37,9,6,15,10,10,49,73,57,64,28,62,46,39,49,67,52,63,61,52,66,54,41,32,63
12800,12799,35,63,48,44,45,47,19,37,10,13,10,10,12,63,59,58,63,63,10,18,45,18,10,10,21,8,62,17,24,10,48,39,11,69,35,10,63
12801,12800,21,63,73,50,70,68,59,50,60,45,62,30,33,9,7,8,6,7,58,60,66,49,32,60,36,45,52,52,42,61,72,74,63,59,50,25,72
12802,12801,20,63,62,59,49,67,53,50,34,34,50,26,34,6,13,10,12,5,63,62,70,48,30,60,43,47,51,55,50,63,57,66,66,72,44,28,75
12803,12802,24,63,76,39,81,74,64,56,58,57,67,58,48,7,13,8,11,6,36,29,57,55,49,36,58,56,51,63,56,35,72,67,33,56,53,49,69
12804,12803,28,63,80,58,81,76,63,66,56,60,64,60,56,10,7,9,8,6,47,51,68,55,59,35,63,60,67,60,63,37,79,78,39,67,64,57,63
12805,12804,18,63,75,39,64,66,68,58,59,53,68,67,49,7,9,5,8,5,58,25,45,51,54,31,65,65,47,56,65,29,70,61,31,62,55,57,83
12806,12805,27,63,65,60,72,80,58,39,66,60,58,30,28,7,9,7,6,10,51,59,58,58,23,63,40,39,55,60,30,61,69,75,61,66,35,23,64
12807,12806,18,63,60,60,41,51,52,57,24,24,24,25,29,8,15,9,5,15,58,59,74,60,50,62,49,29,52,58,53,63,63,66,64,74,26,25,75
12808,12807,31,63,59,67,67,73,66,62,65,63,59,61,68,11,13,14,14,12,58,56,73,57,68,46,49,61,63,62,68,49,62,70,55,64,61,66,63
12809,12808,22,63,83,60,87,91,65,65,38,44,68,43,47,14,13,9,15,13,34,49,63,52,47,43,48,56,59,62,51,48,80,72,52,65,67,38,70
12810,12809,23,63,40,20,39,53,23,55,14,12,11,16,19,63,61,57,61,63,16,21,53,23,19,16,18,20,60,27,18,11,40,21,17,61,37,12,73
12811,12810,28,63,55,68,49,46,49,63,33,35,23,39,21,12,11,10,16,14,59,67,66,44,42,59,34,38,59,53,68,55,57,64,62,78,40,42,65
12812,12811,30,63,78,42,82,60,62,58,58,59,65,59,58,10,11,6,15,15,50,32,49,47,57,23,50,57,54,60,61,20,73,69,19,64,59,54,63
12813,12812,27,63,68,62,63,65,62,59,58,40,64,54,31,14,13,11,9,13,74,61,72,60,42,58,46,66,63,61,55,56,70,62,63,65,60,34,63
12814,12813,22,63,86,45,74,73,63,61,56,48,68,51,46,9,10,10,15,11,44,23,66,56,48,23,50,51,49,59,55,31,83,69,34,58,58,40,71
12815,12814,26,63,49,69,30,46,41,47,32,18,24,28,22,8,15,8,8,13,68,55,66,33,17,59,40,23,55,44,49,61,48,61,64,80,34,30,66
12816,12815,27,63,65,70,71,65,60,64,62,47,56,38,59,8,15,13,11,13,61,63,84,56,41,57,48,38,56,59,55,60,74,69,61,77,60,45,64
12817,12816,25,63,47,45,65,54,61,47,38,33,58,67,34,14,13,10,8,11,72,23,60,49,52,18,49,62,58,60,55,16,64,59,23,83,46,43,68
12818,12817,20,63,74,53,64,72,61,54,67,62,59,45,26,7,9,9,14,7,53,56,64,55,48,55,33,51,53,60,47,62,77,68,59,68,41,38,75
12819,12818,21,63,87,57,80,82,63,55,56,54,69,56,48,10,9,7,7,6,33,28,78,44,47,22,43,58,55,52,66,28,86,64,20,66,47,52,69
12820,12819,30,63,76,36,62,68,61,52,66,49,66,53,40,6,8,13,14,13,44,41,68,53,52,23,53,46,58,58,53,26,76,79,23,65,57,45,63
12821,12820,26,63,81,34,92,71,66,61,48,39,69,62,32,8,7,15,15,6,52,32,75,29,57,18,54,64,56,53,60,16,86,70,21,45,52,50,63
12822,12821,26,63,74,53,61,67,56,61,62,47,65,53,52,11,10,7,14,8,43,33,46,55,56,45,54,65,62,58,63,40,77,71,45,69,58,49,64
12823,12822,22,63,57,24,64,58,12,21,19,25,22,22,12,53,69,59,68,64,18,22,63,31,24,12,25,16,55,35,24,19,53,42,12,70,26,23,72
12824,12823,20,63,78,55,73,87,63,65,57,45,67,52,49,10,7,11,13,15,58,60,62,54,33,56,47,53,68,62,55,58,74,59,61,59,50,38,74
12825,12824,29,63,32,68,34,33,42,67,20,58,18,11,64,16,13,12,15,13,66,59,48,35,16,63,32,27,46,45,67,62,33,71,64,91,26,13,63
12826,12825,26,63,28,20,34,48,23,30,14,11,12,11,15,64,61,57,58,67,16,14,44,29,11,13,17,11,56,12,19,11,26,28,11,41,24,13,68
12827,12826,19,63,63,64,62,68,57,53,33,27,38,32,29,10,9,14,9,5,58,61,66,46,31,63,46,29,61,51,42,66,60,52,66,62,34,28,73
12828,12827,23,63,78,29,67,74,57,65,61,37,59,65,31,15,7,8,7,5,62,17,70,37,50,14,59,66,59,53,57,17,80,49,19,56,46,46,68
12829,12828,28,63,40,26,40,60,21,36,14,14,12,13,13,59,64,53,65,67,13,21,62,37,14,14,17,11,56,42,22,22,35,40,20,44,51,12,63
12830,12829,18,63,71,22,91,88,75,60,58,63,76,64,55,12,9,14,15,11,48,12,47,44,55,11,57,52,49,56,49,12,69,61,13,32,46,52,72
12831,12830,24,63,67,70,49,50,63,60,54,51,60,24,34,9,12,8,5,14,68,63,74,59,24,62,35,50,62,61,52,57,66,67,63,78,52,35,70
12832,12831,24,63,47,68,64,69,60,61,54,49,60,40,40,7,14,7,5,7,54,57,63,65,64,55,48,42,57,68,68,66,54,70,63,61,48,36,70
12833,12832,22,63,91,42,93,93,72,59,43,72,68,53,39,15,10,7,12,13,36,25,85,46,68,33,41,68,74,66,59,31,89,90,36,27,57,65,70
12834,12833,31,63,57,74,58,60,60,51,68,63,53,52,59,11,15,9,10,11,59,58,62,57,55,65,44,48,62,60,68,59,67,72,61,65,47,55,63
12835,12834,22,63,61,51,75,82,62,53,56,57,66,61,66,9,8,8,8,7,51,54,84,54,57,53,53,49,60,63,60,48,75,83,54,44,65,53,74
12836,12835,22,63,71,55,59,65,64,53,63,41,60,32,39,9,11,8,14,16,48,51,63,63,36,53,52,61,49,65,57,64,69,75,66,60,48,37,69
12837,12836,19,63,67,54,72,65,62,48,55,52,69,65,40,9,13,12,13,11,59,30,65,51,60,17,62,59,56,59,64,18,68,65,19,67,59,53,73
12838,12837,25,63,72,43,63,55,64,52,39,72,61,64,43,10,13,12,16,13,62,13,63,42,62,16,71,53,57,58,66,16,63,68,23,69,45,45,66
12839,12838,28,63,62,54,40,71,50,43,32,34,46,31,36,14,13,14,8,11,40,70,65,43,37,72,53,32,48,52,23,69,56,71,76,51,17,22,63
12840,12839,28,63,55,74,77,74,64,65,44,53,57,46,38,12,10,15,16,15,63,58,69,60,49,59,49,48,57,65,57,66,53,58,64,68,56,40,63
12841,12840,24,63,75,57,63,48,58,54,54,49,56,53,37,9,6,12,11,14,70,57,80,51,54,58,63,58,62,57,73,46,79,70,61,74,45,53,66
12842,12841,23,63,54,41,71,64,69,56,44,49,62,53,38,14,10,7,9,8,57,43,57,60,57,47,46,58,64,66,43,47,69,59,52,67,68,42,69
12843,12842,25,63,44,67,42,43,55,57,40,29,41,26,35,12,14,12,6,6,65,60,46,58,35,58,34,29,57,57,60,59,51,66,64,81,34,21,67
12844,12843,26,63,91,33,82,90,59,53,55,55,65,60,33,16,16,7,11,11,64,32,91,49,57,33,59,61,52,58,62,32,90,64,37,60,49,54,64
12845,12844,30,63,29,65,38,32,42,53,37,27,24,23,29,12,14,7,7,14,66,55,56,44,27,61,27,24,57,50,50,63,34,34,66,87,37,23,63
12846,12845,26,63,77,58,71,70,59,58,58,48,60,36,34,5,5,15,4,6,51,59,73,56,61,58,43,57,59,60,59,62,76,70,59,56,57,42,64
12847,12846,21,63,78,40,73,65,63,50,57,33,67,68,26,9,15,12,5,6,43,24,65,35,56,17,56,65,59,64,53,10,74,70,10,59,53,52,72
12848,12847,19,63,81,35,87,70,65,48,53,41,63,63,37,7,9,15,7,15,57,18,72,59,52,20,52,47,59,60,64,18,85,66,20,57,46,59,78
12849,12848,26,63,38,48,69,39,65,71,58,66,61,53,52,7,10,10,16,12,53,52,41,61,59,45,60,53,64,65,56,40,60,69,44,59,68,46,65
12850,12849,25,63,42,12,32,55,25,42,13,11,14,10,14,68,62,61,62,62,13,26,60,32,14,14,19,14,55,36,23,19,44,35,13,68,36,9,66
12851,12850,24,63,69,65,54,37,66,58,53,35,64,39,40,11,11,14,14,6,51,54,62,64,40,52,45,53,63,67,59,57,66,74,61,78,57,43,70
12852,12851,31,63,57,63,59,62,54,66,23,13,44,38,41,13,12,11,7,12,63,56,69,58,48,60,42,34,60,56,62,62,59,43,62,75,53,33,63
12853,12852,23,63,67,70,63,70,57,56,58,41,62,33,34,11,9,9,10,14,55,61,60,45,34,65,46,55,54,56,49,68,67,60,70,65,45,37,71
12854,12853,28,63,66,54,66,59,62,60,59,65,60,51,71,6,9,9,11,12,63,66,70,56,68,59,50,61,65,63,63,62,75,76,60,71,57,50,63
12855,12854,24,63,75,64,80,73,65,68,55,51,64,46,64,14,7,6,7,10,40,55,81,63,64,48,54,50,60,65,71,56,77,76,60,65,59,60,68
12856,12855,36,63,37,37,48,42,23,37,16,19,12,12,12,68,60,54,62,61,12,16,43,23,15,12,22,12,57,36,21,14,38,40,10,49,33,14,63
12857,12856,26,63,68,56,74,82,61,55,54,57,53,60,47,11,7,6,15,15,46,58,59,62,65,37,44,62,56,68,59,40,63,66,46,60,66,40,64
12858,12857,36,63,21,24,25,22,13,25,19,15,11,10,17,61,58,56,74,63,20,10,37,15,10,14,21,11,49,13,22,15,17,16,12,50,26,13,63
12859,12858,23,63,68,52,67,71,63,53,68,49,67,59,52,11,10,12,8,7,45,36,55,52,63,30,48,64,54,56,73,33,68,60,34,54,66,57,73
12860,12859,23,63,67,59,43,39,36,53,34,22,25,43,29,13,12,6,6,12,58,65,73,37,18,54,32,27,61,42,31,67,63,58,67,83,26,36,69
12861,12860,27,63,66,50,72,67,65,65,64,50,63,58,47,14,15,11,13,8,56,31,70,56,60,35,59,65,66,62,61,26,58,59,35,63,52,55,63
12862,12861,22,63,67,63,66,39,62,59,53,49,57,55,55,11,12,9,9,9,59,57,64,63,49,49,48,58,61,70,62,57,57,64,63,58,60,43,72
12863,12862,20,63,79,31,70,62,67,66,62,53,65,58,54,10,14,9,9,16,38,32,43,37,60,25,50,50,56,59,60,26,76,63,31,57,59,49,75
12864,12863,23,62,73,38,68,72,65,48,56,53,66,57,43,7,10,13,5,14,46,44,56,61,55,39,55,59,58,64,63,40,66,81,39,59,58,55,71
12865,12864,31,62,29,28,27,43,15,38,11,11,9,5,12,58,61,60,61,63,11,10,57,25,8,6,17,7,63,26,15,14,22,20,10,47,49,5,62
12866,12865,19,62,65,63,65,68,52,45,32,30,32,21,35,12,7,6,9,6,56,56,75,41,28,64,44,29,59,48,56,61,68,59,63,72,32,31,82
12867,12866,30,62,50,32,27,35,19,37,17,10,17,13,14,62,57,60,65,64,18,22,63,33,15,13,17,13,54,32,35,9,55,43,17,46,37,9,62
12868,12867,22,62,42,25,30,60,22,25,20,15,12,20,13,63,61,60,60,64,16,21,56,27,19,16,16,20,56,30,18,19,42,32,12,63,35,21,69
12869,12868,22,62,79,29,79,72,59,50,38,57,56,66,39,6,9,15,13,9,55,15,64,34,60,14,62,65,52,45,63,18,73,59,17,60,48,52,71
12870,12869,24,62,76,66,66,78,62,48,57,31,55,26,40,10,12,11,8,6,52,55,62,53,33,60,43,48,57,61,45,57,78,66,62,58,49,29,64
12871,12870,25,62,39,18,51,36,13,28,12,12,7,8,11,61,66,57,65,57,13,7,56,19,8,6,18,8,54,22,35,11,48,20,12,68,56,6,66
12872,12871,23,62,66,67,75,69,65,59,50,61,67,59,66,15,16,9,15,9,55,38,67,45,58,24,61,66,57,61,62,17,63,60,17,60,57,55,68
12873,12872,23,62,20,19,34,40,11,36,11,10,10,7,13,62,62,58,61,63,14,9,48,21,5,7,15,8,59,17,20,14,36,19,11,48,39,5,70
12874,12873,26,62,65,51,57,62,56,47,67,31,54,25,26,8,10,7,12,14,46,64,64,28,26,62,37,44,67,52,24,54,65,69,61,80,33,23,62
12875,12874,17,62,54,62,48,71,44,42,37,34,30,31,31,13,5,6,9,9,64,58,71,40,32,61,53,44,55,43,40,63,62,55,67,60,30,34,71
12876,12875,26,62,63,71,59,63,56,66,47,55,56,39,55,9,13,7,15,14,61,58,75,55,35,62,55,37,57,58,58,57,67,84,66,73,55,39,65
12877,12876,21,62,46,51,38,51,40,55,32,31,32,24,36,6,15,13,12,11,61,65,66,43,28,61,46,28,58,52,44,57,48,32,64,76,32,29,70
12878,12877,20,62,64,56,59,45,68,53,63,63,67,49,41,6,15,12,14,9,39,48,35,56,62,37,54,51,51,68,68,47,72,64,53,68,63,55,74
12879,12878,32,62,60,65,74,85,62,57,61,58,60,55,57,7,9,15,6,14,57,58,49,61,60,53,58,56,56,65,60,53,57,77,54,60,62,43,62
12880,12879,22,62,65,50,68,70,71,54,42,64,65,45,38,14,15,12,6,10,49,33,60,58,62,35,47,52,57,63,54,38,55,56,37,57,62,42,71
12881,12880,27,62,53,69,50,58,54,38,47,45,36,29,30,6,13,14,12,11,58,56,70,51,48,57,36,35,52,56,70,59,61,68,61,79,39,28,62
12882,12881,22,62,21,21,36,44,18,38,11,11,9,7,10,63,62,56,58,63,13,6,62,27,5,9,19,5,60,24,18,10,29,19,10,46,35,6,71
12883,12882,23,62,68,61,61,56,59,56,53,45,56,43,42,13,9,9,10,15,56,62,53,54,52,62,53,53,56,57,58,62,63,69,63,64,44,42,71
12884,12883,21,62,61,55,58,59,44,36,52,35,34,39,29,8,10,8,15,9,66,64,84,46,45,56,37,45,58,43,49,57,68,60,59,80,41,46,74
12885,12884,19,62,48,26,35,61,22,24,14,14,16,15,14,65,57,56,56,68,19,25,50,25,19,19,18,12,56,26,21,21,55,42,17,63,20,19,76
12886,12885,19,62,63,41,70,61,63,57,59,59,64,58,66,8,9,7,12,14,37,21,52,60,34,32,55,58,55,64,46,49,69,49,40,60,65,45,81
12887,12886,20,62,66,58,68,52,55,52,30,41,66,63,35,12,5,6,14,9,70,19,68,29,60,26,66,63,52,48,63,23,62,60,21,65,53,53,70
12888,12887,31,62,75,59,73,65,62,64,55,53,61,60,42,10,9,15,8,11,64,41,85,51,56,20,46,60,58,59,64,23,80,54,29,64,54,57,62
12889,12888,26,62,51,61,55,63,63,65,62,44,58,60,64,11,15,14,11,10,60,37,73,54,65,34,55,52,56,63,78,25,53,46,30,72,61,63,63
12890,12889,22,62,66,62,65,60,56,62,54,46,49,22,49,8,14,6,6,7,60,61,77,50,22,56,48,35,51,56,55,57,73,73,62,74,43,27,69
12891,12890,20,62,73,58,64,68,65,38,64,50,65,38,56,6,9,9,6,13,38,49,58,52,36,63,38,65,59,59,37,61,68,64,63,54,63,32,73
12892,12891,23,62,68,62,69,68,66,52,63,49,65,28,42,11,8,10,9,13,52,62,66,53,48,56,52,58,44,60,63,63,67,63,60,42,50,44,67
12893,12892,20,62,68,35,69,74,64,37,52,53,68,61,55,14,5,14,5,6,39,23,61,55,52,27,58,55,54,59,60,31,69,50,28,39,57,42,76
12894,12893,23,62,79,70,62,61,52,59,55,24,48,23,24,13,12,6,16,14,62,61,72,42,35,59,46,42,49,55,50,62,80,68,63,75,43,37,67
12895,12894,22,62,78,45,79,79,63,62,56,71,70,62,69,7,12,8,7,15,46,12,70,53,63,18,44,54,51,60,73,12,67,55,11,53,52,61,71
12896,12895,23,62,77,44,70,72,65,50,52,63,66,60,53,6,8,15,15,11,31,19,52,50,54,23,66,58,51,56,58,26,77,61,28,57,60,50,68
12897,12896,17,62,65,63,64,62,65,56,47,44,62,46,39,12,12,6,9,7,54,61,60,58,42,57,49,58,68,65,61,60,65,64,63,58,56,39,74
12898,12897,19,62,61,51,65,65,43,53,21,33,41,22,32,5,6,13,13,14,64,55,67,38,28,68,42,24,54,42,50,63,67,67,68,67,34,31,76
12899,12898,33,62,54,58,65,56,60,65,63,44,55,50,46,13,16,11,14,9,57,64,62,62,44,60,51,46,63,60,56,61,49,72,61,78,47,47,62
12900,12899,21,62,78,36,68,64,62,53,56,51,67,60,54,11,14,13,14,11,44,25,56,58,59,32,62,56,46,59,66,32,73,66,29,63,56,52,72
12901,12900,27,62,72,33,66,60,60,54,28,37,53,65,32,8,7,6,6,9,62,16,64,32,56,14,66,62,59,45,57,17,74,60,15,64,51,48,63
12902,12901,21,62,78,38,81,79,70,62,56,38,72,48,50,16,7,12,9,9,33,13,76,50,47,15,51,52,56,58,58,11,76,33,26,46,51,54,72
12903,12902,21,62,52,60,43,68,53,50,56,29,36,28,37,15,9,8,10,11,58,57,74,42,29,59,51,29,53,57,46,65,51,64,66,63,38,34,72
12904,12903,26,62,65,57,59,52,50,57,46,34,48,35,38,12,8,7,9,9,59,62,61,58,42,58,41,38,60,55,43,60,67,69,61,80,34,37,65
12905,12904,26,62,16,18,33,45,14,24,12,10,11,6,10,65,62,61,62,64,12,10,64,25,5,8,16,5,42,17,17,12,23,26,11,47,30,9,65
12906,12905,19,62,66,57,58,72,63,54,60,58,71,59,61,8,8,7,9,12,58,42,57,67,58,33,63,59,52,67,67,39,64,68,44,62,49,53,74
12907,12906,28,62,70,50,87,88,63,61,66,57,64,52,53,7,16,14,16,6,42,45,79,60,57,33,53,60,60,63,60,36,74,80,42,62,61,41,62
12908,12907,21,62,51,57,43,38,37,51,30,29,32,25,33,8,15,8,11,12,64,62,72,41,26,61,43,24,53,45,47,65,57,60,66,71,32,53,72
12909,12908,18,62,79,68,74,75,67,66,53,56,68,55,43,12,9,5,8,13,48,58,54,57,52,57,44,59,57,62,56,52,80,69,57,60,62,40,77
12910,12909,22,62,72,50,66,74,58,58,60,48,57,42,39,12,9,7,10,14,52,57,85,52,41,60,47,41,54,57,42,63,67,73,63,66,41,34,67
12911,12910,21,62,70,76,64,70,59,52,57,40,61,32,40,7,15,8,9,14,55,60,63,46,34,59,47,58,63,52,37,64,70,61,65,70,45,36,71
12912,12911,25,62,71,73,63,57,66,63,42,54,56,58,36,10,13,6,16,14,58,28,60,44,55,12,60,60,61,57,61,22,64,72,25,75,44,58,65
12913,12912,27,62,60,60,62,64,42,42,23,28,34,24,24,12,7,14,9,12,61,59,82,35,25,60,36,25,53,37,37,64,65,69,65,72,35,29,62
12914,12913,26,62,66,58,60,54,47,52,49,38,41,33,41,13,13,9,13,12,63,59,59,47,35,59,43,36,58,56,37,59,66,59,63,70,39,34,63
12915,12914,18,62,82,33,78,79,60,52,39,63,72,68,37,13,10,7,8,8,52,15,53,47,62,18,69,43,54,58,67,16,76,58,14,49,57,56,75
12916,12915,33,62,53,38,55,43,25,43,17,26,15,13,24,61,64,71,55,68,23,15,48,21,15,14,35,9,45,22,28,13,53,40,10,64,50,20,62
12917,12916,32,62,63,57,66,77,58,60,66,56,61,47,44,8,7,11,11,7,60,57,42,64,51,55,43,53,60,63,46,59,66,68,59,59,52,40,62
12918,12917,32,62,40,83,68,66,57,56,56,43,53,58,61,7,15,7,15,7,51,62,71,60,62,53,47,56,55,63,60,50,61,76,50,74,63,38,62
12919,12918,19,62,76,51,78,76,62,53,59,54,63,29,45,8,12,14,13,14,41,54,75,59,32,58,37,52,56,60,41,57,81,73,60,72,55,35,72
12920,12919,19,62,68,62,66,66,62,58,57,50,56,34,28,14,12,12,13,7,62,54,65,64,54,63,34,45,55,63,56,63,70,61,62,59,43,26,75
12921,12920,26,62,66,63,62,78,58,57,61,45,57,53,62,10,14,15,10,8,61,66,60,59,55,64,60,55,64,66,49,63,66,56,66,44,62,40,63
12922,12921,19,62,78,31,70,75,67,47,56,50,68,59,21,7,7,14,15,14,48,23,40,55,43,20,64,52,62,57,58,29,70,51,20,47,49,45,74
12923,12922,33,62,34,77,55,56,59,60,57,57,56,46,62,13,10,9,7,9,60,65,58,62,54,63,63,44,57,61,68,61,49,34,62,71,60,53,62
12924,12923,23,62,74,65,76,72,62,51,69,55,68,68,46,11,15,13,14,11,38,20,69,59,63,23,63,50,60,66,69,28,77,48,29,60,62,61,67
12925,12924,30,62,44,53,62,62,53,45,27,30,43,22,29,13,9,9,15,7,71,56,75,46,23,65,39,41,54,53,38,62,48,62,58,75,41,29,62
12926,12925,18,62,66,68,58,75,65,59,46,45,60,30,50,8,6,9,6,13,62,62,65,62,51,63,47,54,61,64,56,57,72,62,60,60,60,41,77
12927,12926,22,62,74,59,81,80,69,61,60,60,66,47,57,8,14,14,12,9,31,52,63,52,58,42,55,55,57,58,54,40,74,70,37,57,55,56,72
12928,12927,22,62,75,58,76,77,45,39,49,41,50,23,38,14,16,14,11,8,51,55,71,30,35,61,49,48,52,37,34,75,74,75,73,41,37,29,71
12929,12928,28,62,42,54,38,33,42,54,28,25,35,21,24,15,7,14,8,12,67,52,55,41,22,64,33,20,48,41,46,61,37,37,66,91,32,20,62
12930,12929,26,62,76,57,68,77,57,53,70,36,54,44,41,9,11,6,11,6,55,55,54,64,44,61,43,51,58,67,45,59,67,67,60,56,58,39,62
12931,12930,19,62,59,65,47,60,49,48,30,35,32,26,30,14,12,12,14,8,60,55,74,27,24,56,47,32,54,49,42,66,58,56,70,62,31,31,72
12932,12931,28,62,65,57,56,57,48,39,63,53,54,36,28,10,9,16,7,7,61,62,57,59,49,68,37,44,58,52,44,66,63,58,63,76,37,33,62
12933,12932,22,62,80,32,76,61,61,44,57,40,62,58,28,10,10,11,14,15,73,33,76,56,43,52,57,55,62,68,51,62,75,85,54,79,51,35,73
12934,12933,32,62,57,49,59,66,64,32,69,32,62,51,32,9,15,6,13,14,40,66,57,57,28,62,36,56,69,68,22,64,55,62,70,58,55,23,62
12935,12934,26,62,16,23,56,43,13,38,14,14,13,8,12,64,59,58,60,65,10,12,70,22,9,9,15,6,58,21,25,10,45,16,12,40,53,9,65
12936,12935,19,62,71,65,62,61,67,65,42,50,59,49,39,14,9,8,6,8,59,59,67,63,54,64,44,50,60,68,56,64,66,76,65,56,48,39,78
12937,12936,19,62,65,69,53,54,63,52,46,41,59,37,41,13,7,14,15,8,56,42,62,72,46,44,56,57,62,73,68,60,61,59,54,53,57,49,75
12938,12937,20,62,71,60,74,72,53,45,60,41,58,37,47,8,6,6,13,10,62,59,57,64,43,66,48,56,54,66,63,59,68,53,64,66,46,47,77
12939,12938,26,62,71,48,76,81,65,64,60,56,65,64,53,14,11,7,11,13,48,47,50,51,54,34,49,66,59,57,54,47,75,63,39,45,61,56,64
12940,12939,34,62,33,70,61,50,58,53,46,47,51,48,62,9,13,11,14,16,63,63,60,61,51,59,44,39,54,53,48,61,55,70,63,82,50,42,62
12941,12940,22,62,74,42,63,67,64,58,62,30,58,29,21,13,12,9,15,13,57,59,74,54,33,64,38,43,58,60,48,62,76,73,64,68,33,24,68
12942,12941,32,62,70,81,64,77,55,63,55,46,41,39,31,7,14,7,13,11,57,56,90,48,34,60,32,42,56,55,60,63,66,83,62,75,43,41,62
12943,12942,36,62,31,27,26,56,15,31,17,14,16,13,19,65,60,55,59,64,13,22,34,18,18,7,22,10,59,22,22,13,37,34,13,36,54,13,62
12944,12943,20,62,59,67,53,49,60,66,38,37,57,45,30,5,13,8,6,13,55,61,61,54,45,49,40,45,64,60,64,52,54,68,63,89,56,31,78
12945,12944,26,62,57,40,61,53,23,52,12,11,11,12,15,64,54,53,62,70,11,17,60,14,18,13,13,11,55,15,23,15,55,37,14,79,38,11,65
12946,12945,21,62,88,61,76,86,58,42,62,33,55,23,29,14,9,10,11,14,39,55,62,34,26,51,33,53,61,45,27,58,82,78,64,33,33,24,67
12947,12946,21,62,76,58,75,70,62,55,37,41,59,64,33,10,11,11,6,10,55,17,76,28,52,16,51,52,50,53,65,21,84,65,24,77,36,57,70
12948,12947,26,62,64,44,63,61,67,56,59,64,66,57,40,7,10,14,10,8,48,59,53,61,65,60,44,58,62,66,58,62,65,61,59,75,62,44,63
12949,12948,17,62,79,62,82,73,67,64,62,41,68,26,38,8,12,6,9,13,52,55,73,52,33,58,42,38,58,63,45,58,78,46,64,42,52,28,78
12950,12949,22,62,65,48,59,75,67,62,34,49,61,59,44,6,12,8,9,8,53,26,38,40,54,13,48,61,66,55,58,14,68,66,17,70,58,64,66
12951,12950,26,62,67,85,58,40,60,58,62,51,60,49,54,12,12,7,9,8,53,53,48,63,57,62,49,53,58,64,68,51,68,82,63,84,59,48,63
